Instituição financeira;tx a.m.;tx a.a.;data_i;data_f;segmento;modalidade;tipo_encargo;nome_do_arquivo
CAIXA ECONOMICA FEDERAL;1,41%;18,25%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BANCO INBURSA;1,47%;19,12%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO DO EST. DO PA S.A.;1,54%;20,16%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BANCO SEMEAR;1,61%;21,18%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO TRIANGULO S.A.;1,68%;22,10%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO GUANABARA S.A.;1,70%;22,42%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO DA AMAZONIA S.A.;1,76%;23,27%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
FINANC ALFA S.A. CFI;2,00%;26,82%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO RENDIMENTO S.A.;2,01%;27,02%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO MUFG BRASIL S.A.;2,03%;27,24%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO INDUSCRED DE INVESTIM. S/A;2,12%;28,69%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BRB - BCO DE BRASILIA S.A.;2,13%;28,78%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO ARBI S.A.;2,20%;29,84%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
GOLCRED S/A - CFI;2,41%;33,15%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
PORTOSEG S.A. CFI;2,62%;36,38%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
SENFF S.A. - CFI;2,68%;37,41%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;3,01%;42,81%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BRK S.A. CFI;3,02%;42,84%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BANCO TOPÁZIO S.A.;8,04%;152,88%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO KEB HANA DO BRASIL S.A.;0,28%;3,42%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO SUMITOMO MITSUI BRASIL S.A.;0,35%;4,22%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
COMMERZBANK BRASIL S.A. - BCO MÚLTIPLO;0,42%;5,20%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO HONDA S.A.;0,43%;5,22%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BANCOOB;0,53%;6,50%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO RABOBANK INTL BRASIL S.A.;0,62%;7,75%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO ABC BRASIL S.A.;0,69%;8,63%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BANCO JOHN DEERE S.A.;0,72%;8,99%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO BOCOM BBM S.A.;0,72%;9,00%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO DO BRASIL S.A.;0,77%;9,69%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO BRADESCO S.A.;0,85%;10,65%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
ITAÚ UNIBANCO S.A.;0,91%;11,43%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO FIBRA S.A.;0,91%;11,44%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO ALFA DE INVESTIMENTO S.A.;0,93%;11,73%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;1,00%;12,68%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;1,03%;13,05%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO BS2 S.A.;1,10%;14,03%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO SAFRA S.A.;1,12%;14,34%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO PINE S.A.;1,18%;15,13%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO DAYCOVAL S.A;1,22%;15,72%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO DO EST. DE SE S.A.;1,25%;16,07%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO VOLVO BRASIL S.A.;1,26%;16,14%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO SOFISA S.A.;1,26%;16,27%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BANCO PORTO REAL DE INVEST.S.A;1,30%;16,77%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
AMAGGI S.A. CFI;1,31%;16,91%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BANCO INBURSA;1,47%;19,12%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,49%;19,43%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
CAIXA ECONOMICA FEDERAL;1,49%;19,48%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO DO EST. DO PA S.A.;1,54%;20,16%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BANCO SEMEAR;1,61%;21,13%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO TRIANGULO S.A.;1,69%;22,33%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO GUANABARA S.A.;1,70%;22,42%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO DA AMAZONIA S.A.;1,76%;23,27%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO TRICURY S.A.;1,80%;23,87%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
FINANC ALFA S.A. CFI;2,00%;26,82%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO RENDIMENTO S.A.;2,01%;27,02%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO MUFG BRASIL S.A.;2,03%;27,24%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO INDUSCRED DE INVESTIM. S/A;2,12%;28,69%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BRB - BCO DE BRASILIA S.A.;2,13%;28,83%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO ARBI S.A.;2,20%;29,84%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
GOLCRED S/A - CFI;2,27%;30,86%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
PORTOSEG S.A. CFI;2,62%;36,44%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
SENFF S.A. - CFI;2,73%;38,15%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BRK S.A. CFI;3,02%;42,84%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BANCO TOPÁZIO S.A.;6,73%;118,48%;22/05/2020;28/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-22-05-2020.csv
BCO KEB HANA DO BRASIL S.A.;0,28%;3,42%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO SUMITOMO MITSUI BRASIL S.A.;0,34%;4,15%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO HONDA S.A.;0,43%;5,22%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO MUFG BRASIL S.A.;0,50%;6,22%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BANCOOB;0,53%;6,50%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO CITIBANK S.A.;0,56%;6,90%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO RABOBANK INTL BRASIL S.A.;0,62%;7,75%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO ABC BRASIL S.A.;0,66%;8,19%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO ALFA DE INVESTIMENTO S.A.;0,70%;8,71%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BANCO JOHN DEERE S.A.;0,72%;8,99%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO BOCOM BBM S.A.;0,72%;9,00%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO DO BRASIL S.A.;0,78%;9,77%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO BRADESCO S.A.;0,88%;11,08%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
ITAÚ UNIBANCO S.A.;0,89%;11,21%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO FIBRA S.A.;0,91%;11,44%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;1,00%;12,68%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;1,01%;12,85%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
COMMERZBANK BRASIL S.A. - BCO MÚLTIPLO;1,08%;13,71%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO RIBEIRAO PRETO S.A.;1,10%;14,03%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO BS2 S.A.;1,10%;14,03%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO PINE S.A.;1,17%;14,98%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO VOLVO BRASIL S.A.;1,24%;15,95%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO DAYCOVAL S.A;1,26%;16,19%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO SOFISA S.A.;1,26%;16,27%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO DO EST. DE SE S.A.;1,30%;16,71%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BANCO PORTO REAL DE INVEST.S.A;1,30%;16,77%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
AMAGGI S.A. CFI;1,31%;16,91%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO SAFRA S.A.;1,43%;18,56%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO INDUSCRED DE INVESTIM. S/A;1,46%;19,02%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,47%;19,07%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BANCO INBURSA;1,47%;19,12%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO TRIANGULO S.A.;1,48%;19,21%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO DO EST. DO PA S.A.;1,56%;20,35%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BANCO SEMEAR;1,61%;21,13%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO GUANABARA S.A.;1,70%;22,42%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
BCO DA AMAZONIA S.A.;1,73%;22,87%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
CAIXA ECONOMICA FEDERAL;1,74%;22,98%;25/05/2020;29/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-25-05-2020.csv
